,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0,-0.414782261654015,-0.48915444490639887,-1.1708910073535284,-0.27957465364796624,-0.8171984702231198,0.06883636857068848,-1.870244785476699,0.674146595156689,-0.6373310900407133,0.12912791175746494,-0.7185093480639118,0.203034075404827,-0.7665239137755422,22.6
1,0.6576851202784689,-0.48915444490639887,1.0472959668887392,-0.27957465364796624,0.6584956098910318,-0.09768390651295013,1.1473066308135071,-1.2470580136082645,1.6596028954336526,1.5294129381313688,0.8057784290890784,0.10379519640417909,-0.4542350893005798,50.0
2,-0.4092812947618565,-0.48915444490639887,-2.6516094231250328e-16,3.7166983367317865,-0.04051737542619761,0.12576637714629146,0.8703333124100584,-0.20503424582874133,-0.522484390766995,-0.7846174020627944,-0.9494620415719405,0.4060027760540554,-0.31591538165641825,23.0
3,2.479568845672478,-0.48915444490639887,1.0472959668887392,-0.27957465364796624,1.1935425863066886,-1.3316418423891438,1.0015312000748497,-0.9936043243985612,1.6596028954336526,1.5294129381313688,0.8057784290890784,0.44061589499909337,1.0059647109841763,8.3
4,-0.4160437043916765,-0.48915444490639887,0.2606307344353911,-0.27957465364796624,-1.0156836388934445,-0.07491190308270892,-0.5400439799864512,0.5789293107524439,-0.522484390766995,-0.06074124436103051,0.11292034856499211,0.3256039491374153,-0.053535730042751195,21.2
5,-0.3492352162457491,-0.48915444490639887,-0.4394565407460512,-0.27957465364796624,-0.14407485473245396,-0.641365488409959,-0.43800117846939113,0.33411878651110566,-0.6373310900407133,-0.6006816570730019,1.1753027387019248,0.42659539112262246,-0.6053885842519313,19.9
6,0.1432048806045534,-0.48915444490639887,1.0472959668887392,-0.27957465364796624,0.2442656926660064,-0.5403147231882629,-0.5582659088287834,-0.3052379715608896,1.6596028954336526,1.5294129381313688,0.8057784290890784,0.3455393530867734,-0.18044762674718806,20.6
7,-0.4154527687863712,-0.48915444490639887,-0.8798099441117773,-0.27957465364796624,-0.34256002340277864,-0.4506499596816887,-0.3651134631000625,0.48304716750447846,-0.522484390766995,-1.0931547807553494,0.8057784290890784,0.44061589499909337,-0.4884585221197538,18.7
8,-0.11425464601655244,-0.48915444490639887,-0.1767372221278554,-0.27957465364796624,-0.0922961150793258,-1.866783922999812,-1.119501317172614,-0.6058016588399253,-0.6373310900407133,-0.6184818904591108,-0.025651267539825467,-0.0681750464556632,-0.010756439018783637,16.1
9,-0.39588168364037024,-0.48915444490639887,-0.37676215789398176,-0.27957465364796624,-0.2994110736918385,0.17131038400677387,0.6152263086174081,-0.5130538501409275,-0.522484390766995,-0.14380900016287226,1.1291122000003184,-3.1313265379050215,-0.2973776888793656,18.6
10,8.1820857351731,-0.48915444490639887,1.0472959668887392,-0.27957465364796624,1.0727255271160572,-0.46630571203997967,1.1473066308135071,-0.9462093868247773,1.6596028954336526,1.5294129381313688,0.8057784290890784,-3.7266502767223746,1.1271727022187508,8.8
